"No.","Time","Source","Destination","Protocol","Length","Info"
"6495","69.580975","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6496","69.588803","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6498","69.597131","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6499","69.604720","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6500","69.612553","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6501","69.620211","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6502","69.623868","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6503","69.628112","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6504","69.631661","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6505","69.635893","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6506","69.643724","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6507","69.650865","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6508","69.658677","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6509","69.670587","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6510","69.675375","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6511","69.683226","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6512","69.690019","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6513","69.701939","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6514","69.706470","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6515","69.713718","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6516","69.720714","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6517","69.725449","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6518","69.732805","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6519","69.733893","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6520","69.737612","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6521","69.744929","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6522","69.752350","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6523","69.761734","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6524","69.768880","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6525","69.776157","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6526","69.783387","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6527","69.792714","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6528","69.799549","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6529","69.806900","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6530","69.818964","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6531","69.819696","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6532","69.823833","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6533","69.830999","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6534","69.834792","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6535","69.837873","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6536","69.847149","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6537","69.854036","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6538","69.865832","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6539","69.870585","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6540","69.878224","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6541","69.885387","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6542","69.896941","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6543","69.901552","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6544","69.908665","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6545","69.916028","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6546","69.920871","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6547","69.925515","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6548","69.932521","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6549","69.936482","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6550","69.939828","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6551","69.947245","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6552","69.956657","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6553","69.963790","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6554","69.970669","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6555","69.980582","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6556","69.987314","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6557","69.994309","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6558","70.006172","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6559","70.011395","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6560","70.018457","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6561","70.022478","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6562","70.030332","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6563","70.035000","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6564","70.038661","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6565","70.042149","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6566","70.049331","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6567","70.058580","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6568","70.065617","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6569","70.072812","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6570","70.080113","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6572","70.089457","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6575","70.096672","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6583","70.103932","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6585","70.113276","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6586","70.119942","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6587","70.120748","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"6588","70.124142","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6589","70.127315","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6590","70.136560","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6591","70.139663","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6592","70.144505","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6593","70.154544","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6595","70.159936","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6596","70.167252","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6597","70.174525","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6598","70.181987","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6599","70.193631","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6601","70.198635","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6602","70.205566","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6603","70.213273","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6604","70.222559","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6605","70.226139","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6606","70.229648","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6607","70.236498","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6608","70.241062","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6609","70.248281","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6610","70.252954","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6611","70.259765","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6612","70.269351","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6613","70.277242","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6614","70.284291","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6615","70.295556","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6616","70.300184","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6617","70.307154","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6618","70.318694","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6619","70.319303","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6620","70.323515","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6621","70.330928","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6622","70.342664","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6623","70.343384","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6624","70.347740","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6625","70.354622","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6626","70.361851","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6627","70.371038","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6628","70.378215","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6629","70.385108","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6630","70.397396","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6631","70.402537","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6632","70.410000","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6633","70.417192","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6634","70.420690","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6635","70.424715","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6636","70.436275","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6637","70.440945","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6638","70.444270","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6639","70.448686","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6640","70.456612","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6641","70.463809","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6642","70.471064","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6643","70.478804","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6644","70.491164","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6645","70.496278","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6646","70.503865","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6647","70.511781","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6648","70.519114","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6649","70.522212","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6650","70.526353","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6651","70.534339","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6652","70.543838","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6653","70.546263","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6654","70.552032","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6655","70.560299","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6656","70.567385","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6657","70.572637","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6658","70.584417","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6659","70.589079","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6660","70.596862","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6662","70.604891","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6663","70.615117","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6664","70.619980","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6665","70.624801","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6666","70.627718","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6667","70.635187","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6668","70.642771","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6669","70.647955","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6670","70.655608","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6671","70.663188","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6672","70.670960","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6673","70.678740","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6674","70.686817","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6675","70.694184","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6676","70.701914","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6677","70.709849","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6678","70.717834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6679","70.724803","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6680","70.726211","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6681","70.732782","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6682","70.737787","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6683","70.746017","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6684","70.749924","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6685","70.753312","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6686","70.760861","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6687","70.768098","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6688","70.776735","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6689","70.783523","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6690","70.795786","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6691","70.803077","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6692","70.809996","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6693","70.814898","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6694","70.819203","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6695","70.822489","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6696","70.834682","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6697","70.842345","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6698","70.847200","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6700","70.850317","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6701","70.854771","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6702","70.862554","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6703","70.869915","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6704","70.877569","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6705","70.885218","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6706","70.892914","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6708","70.905315","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6709","70.912739","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6710","70.920041","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6711","70.920780","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6712","70.927604","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6713","70.932649","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6714","70.940813","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6715","70.948706","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6716","70.952053","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6717","70.955835","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6718","70.963534","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6719","70.970839","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6720","70.983095","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6721","70.990616","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6722","70.995984","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6723","71.003501","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6725","71.014415","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6726","71.021788","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6727","71.022518","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6728","71.027127","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6729","71.034245","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6730","71.041570","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6732","71.049258","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6733","71.053514","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6734","71.056909","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6735","71.068538","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6736","71.073227","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6737","71.081003","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6738","71.088066","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6739","71.100086","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6740","71.104874","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6741","71.112267","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6742","71.119414","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6743","71.119980","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"6744","71.123658","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"6745","71.131453","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6746","71.136089","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6747","71.143615","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6748","71.150903","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6749","71.154901","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"6751","71.158351","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6752","71.170338","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6753","71.174876","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"6756","71.182469","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
